,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.01083,0.00026,0.01067,0.01099,0.0105,0.01135
TestMSE,0.14406,0.00286,0.14229,0.14583,0.13808,0.14814
Step1,0.14406,0.00286,0.14229,0.14583,0.13808,0.14814
Step2,0.30416,0.00272,0.30247,0.30584,0.29983,0.30885
Step3,0.45001,0.00268,0.44835,0.45167,0.4446,0.4541
