,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.01056,0.14289,0.14289,0.30487,0.45091
Exp2,0.01073,0.14699,0.14699,0.30503,0.44805
Exp3,0.01079,0.14236,0.14236,0.29983,0.4446
Exp4,0.01084,0.14518,0.14518,0.30604,0.45138
Exp5,0.0105,0.14669,0.14669,0.3075,0.4541
Exp6,0.01053,0.13808,0.13808,0.30215,0.45121
Exp7,0.01106,0.14518,0.14518,0.30262,0.44795
Exp8,0.01089,0.14369,0.14369,0.30376,0.44918
Exp9,0.01103,0.14814,0.14814,0.30885,0.45353
Exp10,0.01135,0.14141,0.14141,0.3009,0.44922
