,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,19415.08367,8542.72894,14120.24542,24709.92193,12255.55337,34881.94313
TestMSE,25900.87891,11465.93166,18794.22084,33007.53699,16285.47626,46464.12023
Step1,18952.04529,13747.93688,10430.98573,27473.10485,683.16921,50674.00879
Step2,18458.66186,13041.67429,10375.34839,26541.97534,1292.01141,46802.41915
Step3,40291.92959,41641.8029,14482.07275,66101.78642,15359.94255,130228.92289
