,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.13616,2.35585,1.46408,1.03345,1.5292
Exp2,2.23449,2.38115,0.91762,0.95949,1.97667
Exp3,1.70734,1.88966,1.20273,0.88084,1.1612
Exp4,2.6786,2.90721,0.88207,1.87745,2.03692
Exp5,1.86684,2.04549,0.88298,1.47547,1.10787
Exp6,1.97744,2.21801,1.12722,1.62444,1.00506
Exp7,2.35712,2.65281,1.88446,1.62397,0.92136
Exp8,1.97511,2.2102,1.09966,1.5035,1.18963
Exp9,2.86792,3.21961,1.14945,2.55245,1.59048
Exp10,2.91393,3.09818,0.8294,2.74674,1.16885
