,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.18042,0.86675,0.34736,0.49828,0.61832
Exp2,0.18352,0.86118,0.34467,0.4946,0.61498
Exp3,0.17979,0.85585,0.33987,0.4898,0.61406
Exp4,0.1879,0.86493,0.34791,0.49586,0.6174
Exp5,0.18452,0.86663,0.35198,0.49527,0.61796
Exp6,0.18246,0.86434,0.34462,0.49504,0.61907
Exp7,0.17975,0.86659,0.34527,0.49601,0.62109
Exp8,0.18397,0.86563,0.34452,0.49572,0.6204
Exp9,0.18088,0.86787,0.34886,0.49734,0.61979
Exp10,0.17969,0.86264,0.34928,0.49317,0.61558
