,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.18229,0.00256,0.1807,0.18388,0.17969,0.1879
TestRMSE,0.86424,0.0034,0.86214,0.86635,0.85585,0.86787
Step1,0.34643,0.0032,0.34445,0.34842,0.33987,0.35198
Step2,0.49511,0.00221,0.49374,0.49648,0.4898,0.49828
Step3,0.61786,0.00225,0.61647,0.61926,0.61406,0.62109
