,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.19567,0.9861,0.37343,0.55995,0.7207
Exp2,0.1969,0.9855,0.3745,0.55853,0.72042
Exp3,0.1986,0.98528,0.36961,0.55922,0.72211
Exp4,0.20121,0.9863,0.37128,0.55838,0.72329
Exp5,0.19868,0.98409,0.36888,0.5574,0.72227
Exp6,0.19693,0.99225,0.37189,0.56231,0.72805
Exp7,0.1961,0.98221,0.36647,0.55639,0.72171
Exp8,0.19909,0.98973,0.37008,0.56078,0.72672
Exp9,0.19643,0.97933,0.3683,0.55563,0.71743
Exp10,0.19682,0.98753,0.37421,0.56003,0.72218
