,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,16700.91814,12067.60178,9221.34106,24180.49521,3777.45429,42214.66873
TestMSE,22320.23684,16193.90687,12283.14937,32357.3243,5172.81563,56449.2097
Step1,25673.20641,26378.67411,9323.53481,42022.87801,4831.92156,85075.85741
Step2,30986.50467,26156.49442,14774.54146,47198.46787,2739.295,83406.20391
Step3,10300.99944,6725.02136,6132.78801,14469.21086,526.89358,17065.79414
