,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
RNN-ews,0.5264,0.0214,0.561,0.4983,0.5056,0.0404,0.5577,0.4395
DNN-sg7,0.6366,0.0708,0.7722,0.5832,0.2693,0.1715,0.3942,-0.0621
RNN-attn-ew2,0.5281,0.0176,0.5473,0.5043,0.5027,0.033,0.5471,0.4665
