,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.01174,0.13024,0.13024,0.30541,0.51008
Exp2,0.01153,0.13377,0.13377,0.31146,0.5125
Exp3,0.01164,0.12721,0.12721,0.30295,0.50544
Exp4,0.01206,0.13292,0.13292,0.31084,0.51602
Exp5,0.01134,0.13074,0.13074,0.30609,0.50725
Exp6,0.01188,0.13253,0.13253,0.31025,0.51466
Exp7,0.01092,0.12837,0.12837,0.30262,0.50117
Exp8,0.0115,0.13202,0.13202,0.30761,0.51028
Exp9,0.01153,0.13179,0.13179,0.30917,0.5138
Exp10,0.01197,0.12781,0.12781,0.30613,0.51309
