,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.01161,0.00032,0.01142,0.01181,0.01092,0.01206
TestMSE,0.13074,0.00216,0.1294,0.13208,0.12721,0.13377
Step1,0.13074,0.00216,0.1294,0.13208,0.12721,0.13377
Step2,0.30725,0.00299,0.3054,0.3091,0.30262,0.31146
Step3,0.51043,0.00439,0.50771,0.51315,0.50117,0.51602
