,0,1,2,3,4,5,6,7,8,9
CNN-sg7,0.03,-0.0472,0.0695,-0.0492,0.0361,-0.0141,0.57,0.3377,0.0539,-0.0468
RNN-sg7,0.153,0.5127,0.3385,0.6121,0.1862,0.5836,0.3208,0.483,0.4557,0.4354
GRU-sg7,0.1325,0.0618,0.096,0.3089,0.2721,0.3351,0.3047,0.2812,0.1375,0.1885
DNN-sg7,0.6336,0.5677,0.5445,0.3706,0.1085,0.3741,0.1189,0.5884,0.6226,-0.216
LSTM-sg7,0.3879,0.2246,0.214,0.1457,0.2825,0.4295,0.2617,0.2978,0.2716,0.2977
