,0,1,2,3,4,5,6,7,8,9
CNN-sg7,0.7662,0.7998,0.7446,0.8006,0.7633,0.7859,0.6563,0.7669,0.7909,0.7996
RNN-sg7,0.7879,0.6548,0.7431,0.6697,0.7626,0.6517,0.7599,0.6864,0.7069,0.6645
GRU-sg7,0.7886,0.8026,0.7925,0.7573,0.7559,0.7473,0.7376,0.7753,0.7872,0.7655
DNN-sg7,0.6714,0.7125,0.7208,0.805,0.7739,0.754,0.7442,0.7121,0.6828,0.8157
LSTM-sg7,0.7144,0.7618,0.7648,0.7834,0.7495,0.7013,0.7472,0.7308,0.7543,0.7541
