,0,1,2,3,4,5,6,7,8,9
CNN-sg7,-0.0457,-0.1393,0.0126,-0.1416,-0.0378,-0.1001,0.2328,-0.0476,-0.1141,-0.1388
RNN-sg7,-0.1059,0.2364,0.0165,0.2012,-0.0358,0.2435,-0.0284,0.1609,0.11,0.2136
GRU-sg7,-0.1076,-0.1474,-0.1188,-0.0215,-0.0176,0.0053,0.0308,-0.0705,-0.1038,-0.0438
DNN-sg7,0.1971,0.0957,0.0745,-0.1544,-0.0668,-0.0126,0.0135,0.0968,0.1695,-0.1851
LSTM-sg7,0.0909,-0.0338,-0.0418,-0.0933,-0.0006,0.124,0.0055,0.0488,-0.0134,-0.0129
