,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.26925,1.0893,0.38214,0.62393,0.80701
Exp2,0.26227,1.08236,0.38012,0.61879,0.80256
Exp3,0.26616,1.08867,0.38002,0.62205,0.8086
Exp4,0.26891,1.08487,0.38168,0.62109,0.80343
Exp5,0.26587,1.08179,0.37905,0.61905,0.8021
Exp6,0.2698,1.07168,0.3773,0.612,0.79472
Exp7,0.26383,1.08583,0.3821,0.62205,0.8038
Exp8,0.26744,1.08155,0.37751,0.62011,0.80169
Exp9,0.27079,1.07928,0.37553,0.61685,0.80207
Exp10,0.2697,1.08125,0.37591,0.61689,0.80452
