,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.25075,0.00563,0.24726,0.25424,0.24023,0.25846
TestRMSE,0.91434,0.00882,0.90887,0.9198,0.90195,0.93434
Step1,0.34546,0.00803,0.34049,0.35044,0.33561,0.35989
Step2,0.52486,0.00675,0.52067,0.52904,0.51803,0.54126
Step3,0.66419,0.00407,0.66166,0.66671,0.65671,0.6712
