,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.24689,0.90943,0.34269,0.52077,0.66214
Exp2,0.25843,0.91547,0.34684,0.52317,0.66639
Exp3,0.24023,0.90734,0.33561,0.52228,0.66171
Exp4,0.24376,0.91659,0.34658,0.52496,0.66667
Exp5,0.24954,0.93434,0.35989,0.54126,0.6712
Exp6,0.25846,0.91013,0.34657,0.52047,0.66132
Exp7,0.25095,0.90195,0.33747,0.51803,0.65671
Exp8,0.25457,0.90792,0.34046,0.51864,0.66289
Exp9,0.25104,0.92319,0.3595,0.53206,0.66329
Exp10,0.25364,0.91699,0.33906,0.52692,0.66952
