,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.0116,0.00023,0.01146,0.01174,0.0113,0.01216
TestMSE,0.11915,0.00268,0.11749,0.12082,0.11301,0.12324
Step1,0.11915,0.00268,0.11749,0.12082,0.11301,0.12324
Step2,0.25193,0.00279,0.2502,0.25366,0.24679,0.25672
Step3,0.3983,0.00285,0.39653,0.40006,0.39375,0.40245
