,0,1,2,3,4,5,6,7,8,9
CNN-or,-0.1068,-0.083,-0.1604,-0.1283,-0.1181,-0.1239,-0.1465,0.213,-0.1148,-0.0656
RNN-or,0.1967,0.145,-0.0512,-0.0329,-0.0722,0.0109,0.1799,0.1003,0.1398,0.0761
GRU-or,-0.1492,0.1041,0.0338,-0.0144,-0.1419,-0.0589,0.1152,-0.0504,-0.0917,0.0058
DNN-or,0.0145,0.0193,-0.1529,-0.1251,0.2348,-0.0849,0.1473,0.0256,-0.157,0.1666
LSTM-or,0.0291,0.1108,-0.052,-0.0981,0.0321,-0.0407,-0.0347,0.0042,-0.0504,-0.0202
