,0,1,2,3,4,5,6,7,8,9
CNN-or,56.45201076086201,37.565766406453704,40.742738262319726,56.88029467242781,56.17041544578756,54.7167022448559,53.809538867568314,25.585594855771678,56.897399996504866,42.48845160112411
RNN-or,29.266462738658674,33.79584383025563,44.329785399321416,42.126950203363066,49.06568965975541,35.40459003062326,30.537945239162248,37.47376537570273,33.12618481558916,36.67931874816269
GRU-or,52.307727272261296,34.06636102602506,38.428104657117316,39.82840569915254,50.174536266142,45.836402184934045,32.175086356633976,46.53889851321322,47.980898147006144,38.92950040856976
DNN-or,69.35388011866684,48.97633088616411,62.42110271790681,57.57392264787371,17.98954289191516,70.21432946761928,24.9331224424948,30.346723095740476,118.81010094182112,25.292623088942797
LSTM-or,41.758006031986774,34.76295791382131,43.72963574466711,48.24857208419132,37.17088306800123,46.27150188470183,43.62103192856323,42.03338863502297,45.23154907860277,44.397646101855194
