,0,1,2,3,4,5,6,7,8,9
CNN-or,-0.189,-0.2426,-0.311,-0.2135,-0.2019,-0.2096,-0.2371,0.0054,-0.1981,-0.1595
RNN-or,-0.0262,-0.1031,-0.1878,-0.1812,-0.2222,-0.1901,-0.031,-0.0829,-0.0645,-0.1105
GRU-or,-0.2678,-0.0962,-0.1797,-0.1874,-0.2737,-0.2258,-0.0921,-0.1992,-0.2236,-0.1942
DNN-or,-0.0417,-0.0604,-0.2453,-0.21,-0.1057,-0.1651,-0.0734,-0.1741,-0.1625,-0.0945
LSTM-or,-0.1275,-0.1075,-0.2328,-0.2495,-0.1639,-0.1905,-0.211,-0.1828,-0.1971,-0.2003
