,0,1,2,3,4,5,6,7,8,9
CNN-or,0.7564,0.6171,0.6564,0.7631,0.7599,0.7445,0.7412,0.4953,0.7589,0.6516
RNN-or,0.5332,0.5503,0.6589,0.6289,0.6757,0.58,0.5428,0.6016,0.5623,0.5854
GRU-or,0.7198,0.5756,0.5984,0.6324,0.7267,0.673,0.5615,0.676,0.6996,0.6173
DNN-or,0.7524,0.5694,0.8038,0.7659,0.4176,0.8001,0.4841,0.5402,0.8713,0.5016
LSTM-or,0.6392,0.5759,0.6565,0.6945,0.6165,0.6754,0.6542,0.6416,0.6749,0.6558
