,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.21,0.8659,0.34126,0.50102,0.61831
Exp2,0.20965,0.8531,0.33715,0.49296,0.60918
Exp3,0.20668,0.87059,0.34537,0.50259,0.62134
Exp4,0.20996,0.86733,0.34318,0.4996,0.62039
Exp5,0.20749,0.85996,0.33891,0.49541,0.61582
Exp6,0.20571,0.86164,0.34008,0.49738,0.61594
Exp7,0.20971,0.86078,0.3357,0.49636,0.61796
Exp8,0.20749,0.86457,0.3422,0.49872,0.61779
Exp9,0.2105,0.86374,0.34276,0.49747,0.61733
Exp10,0.20691,0.86759,0.34498,0.50068,0.61889
