,0,1,2
CNN-sg5,0.7211,-0.0857,0.798
RNN-sg5,0.8668,0.8926,0.8801
GRU-sg5,0.8475,0.8962,0.8838
DNN-sg5,0.7831,0.7837,0.7885
LSTM-sg5,0.9039,0.8915,0.8992
