,0,1,2
CNN-sg5,-0.0907,-0.2761,-0.0058
RNN-sg5,-0.0184,0.0664,0.1143
GRU-sg5,0.0085,-0.04,0.0998
DNN-sg5,-0.0543,-0.051,-0.0379
LSTM-sg5,0.0207,-0.3647,-0.158
