,0,1,2
CNN-sg5,0.7826,0.8466,0.7515
RNN-sg5,0.7562,0.7241,0.7053
GRU-sg5,0.7462,0.7642,0.711
DNN-sg5,0.7695,0.7682,0.7635
LSTM-sg5,0.7416,0.8754,0.8064
