,0,1,2
CNN-sg5,0.2706,-0.1837,0.393
RNN-sg5,0.4876,0.5506,0.5328
GRU-sg5,0.4614,0.5425,0.5363
DNN-sg5,0.3641,0.3642,0.3737
LSTM-sg5,0.5717,0.465,0.5223
