,0,1,2
CNN-sg5,0.3956,0.7805,0.3367
RNN-sg5,0.2734,0.2454,0.2594
GRU-sg5,0.2925,0.2413,0.2554
DNN-sg5,0.3488,0.3483,0.3445
LSTM-sg5,0.2322,0.2467,0.2378
