,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-sg5,0.7936,0.0396,0.8466,0.7515,-0.1242,0.1129,-0.0058,-0.2761
RNN-sg5,0.7285,0.021,0.7562,0.7053,0.0541,0.0549,0.1143,-0.0184
GRU-sg5,0.7405,0.0221,0.7642,0.711,0.0228,0.058,0.0998,-0.04
DNN-sg5,0.7671,0.0026,0.7695,0.7635,-0.0477,0.0071,-0.0379,-0.0543
LSTM-sg5,0.8078,0.0546,0.8754,0.7416,-0.1673,0.1575,0.0207,-0.3647
