,0,1,2
CNN-sg5,0.6399,0.8152,0.5838
RNN-sg5,0.5364,0.5023,0.5122
GRU-sg5,0.5499,0.5068,0.5102
DNN-sg5,0.5975,0.5975,0.593
LSTM-sg5,0.4904,0.548,0.5179
