,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-ew2,0.8263,0.0227,0.8445,0.7614,-0.2168,0.0647,-0.0323,-0.2701
RNN-ew2,0.7958,0.029,0.8611,0.7598,-0.1292,0.0834,-0.028,-0.3203
GRU-ew2,0.817,0.0211,0.8422,0.7808,-0.1893,0.061,-0.0857,-0.263
DNN-ew2,0.8115,0.0556,0.9344,0.7378,-0.1782,0.1663,0.0306,-0.5546
LSTM-ew2,0.8102,0.0156,0.8343,0.7837,-0.1695,0.0451,-0.0937,-0.2395
