,0,1,2,3,4,5,6,7,8,9
CNN-ew2,0.8296,0.8445,0.8292,0.8302,0.8303,0.8441,0.8254,0.7614,0.8414,0.827
RNN-ew2,0.7659,0.7798,0.7685,0.8611,0.8173,0.8163,0.796,0.7913,0.802,0.7598
GRU-ew2,0.7975,0.8309,0.7808,0.8254,0.8129,0.7851,0.8373,0.8422,0.8376,0.82
DNN-ew2,0.8878,0.7833,0.7802,0.7378,0.8167,0.9344,0.7632,0.8148,0.8057,0.7914
LSTM-ew2,0.8106,0.7911,0.7837,0.8253,0.8273,0.8202,0.8013,0.808,0.8343,0.8006
