,0,1,2,3,4,5,6,7,8,9
CNN-ew2,-0.2256,-0.2701,-0.2243,-0.2275,-0.2275,-0.2687,-0.2131,-0.0323,-0.2607,-0.2178
RNN-ew2,-0.0445,-0.0827,-0.0517,-0.3203,-0.1896,-0.1867,-0.1283,-0.115,-0.1454,-0.028
GRU-ew2,-0.1326,-0.2293,-0.0857,-0.2131,-0.1766,-0.0977,-0.2484,-0.263,-0.2493,-0.1973
DNN-ew2,-0.4035,-0.0925,-0.084,0.0306,-0.1877,-0.5546,-0.0372,-0.1823,-0.1559,-0.1154
LSTM-ew2,-0.1701,-0.1144,-0.0937,-0.2129,-0.2188,-0.1979,-0.1435,-0.1625,-0.2395,-0.1414
