,0,1,2,3,4,5,6,7,8,9
CNN-ew2,-0.0469,-0.081,-0.0459,-0.0483,-0.0483,-0.0269,0.2449,0.1434,-0.0271,0.2109
RNN-ew2,0.407,0.4402,0.5071,0.097,0.4403,0.2121,0.3874,0.4496,0.2601,0.5404
GRU-ew2,0.4313,0.1383,0.4486,0.2746,0.2658,0.5194,0.1681,0.0971,0.0373,0.2931
DNN-ew2,0.2177,0.6535,0.6602,0.78,0.544,-0.3235,0.6134,-0.0113,0.6067,0.3787
LSTM-ew2,0.307,0.3496,0.4009,0.2162,0.18,0.2323,0.3184,0.321,0.2032,0.3541
