,0,1,2,3,4,5,6,7,8,9
CNN-ew2,0.7996,0.8134,0.7992,0.8002,0.8002,0.8125,0.7821,0.7497,0.8097,0.7786
RNN-ew2,0.6907,0.7003,0.6802,0.8225,0.7383,0.7646,0.7233,0.716,0.7469,0.67
GRU-ew2,0.7154,0.7852,0.6975,0.7583,0.7545,0.6903,0.7856,0.7947,0.7951,0.754
DNN-ew2,0.8151,0.666,0.6656,0.5885,0.7152,0.9379,0.6654,0.7862,0.6992,0.7455
LSTM-ew2,0.7425,0.722,0.7036,0.7669,0.7702,0.7586,0.7323,0.7376,0.7751,0.7259
