,0,1,2,3,4,5,6,7,8,9
CNN-ew2,-0.1389,-0.1783,-0.1378,-0.1405,-0.1405,-0.1758,-0.0896,-0.0012,-0.1678,-0.0797
RNN-ew2,0.1503,0.1266,0.1758,-0.205,0.029,-0.0413,0.0681,0.0868,0.0064,0.2005
GRU-ew2,0.0884,-0.0981,0.1335,-0.0241,-0.0139,0.1512,-0.0992,-0.1248,-0.1261,-0.0126
DNN-ew2,-0.1835,0.21,0.2108,0.3832,0.0889,-0.5668,0.2114,-0.101,0.1293,0.0101
LSTM-ew2,0.018,0.0716,0.1183,-0.0475,-0.0567,-0.0251,0.0449,0.031,-0.0702,0.0615
