,0,1,2,3,4,5,6,7,8,9
CNN-ew2,0.7664,0.7788,0.7661,0.7669,0.7669,0.7591,0.6509,0.6933,0.7591,0.6654
RNN-ew2,0.5768,0.5604,0.5259,0.7118,0.5604,0.6649,0.5862,0.5557,0.6443,0.5078
GRU-ew2,0.5649,0.6953,0.5562,0.638,0.6418,0.5193,0.6832,0.7117,0.7349,0.6298
DNN-ew2,0.6625,0.4409,0.4366,0.3513,0.5058,0.8617,0.4657,0.7533,0.4698,0.5904
LSTM-ew2,0.6235,0.6041,0.5798,0.6631,0.6783,0.6563,0.6184,0.6172,0.6686,0.602
