,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.50144,0.46764,2.2116,2.79129,1.68448,3.30993
TestRMSE,2.30957,0.38008,2.07399,2.54515,1.54546,2.82632
Step1,1.21372,0.53233,0.88378,1.54366,0.74627,2.23711
Step2,1.2145,0.29785,1.02989,1.39911,0.78716,1.83194
Step3,1.37497,0.5175,1.05422,1.69572,0.77476,2.14344
