,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.25315,0.00589,0.2495,0.2568,0.24535,0.26108
TestRMSE,0.91851,0.00862,0.91317,0.92385,0.90627,0.93534
Step1,0.3502,0.00758,0.34551,0.3549,0.33831,0.3644
Step2,0.52775,0.00616,0.52393,0.53157,0.51826,0.53971
Step3,0.66518,0.0047,0.66226,0.66809,0.6586,0.67298
