,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.23696,1.91307,1.44914,0.9471,0.81413
Exp2,2.21513,1.85743,0.9371,1.28225,0.96319
Exp3,2.07112,1.95687,1.1946,1.21469,0.96272
Exp4,1.97373,1.60208,0.79093,0.88247,1.07811
Exp5,1.87586,1.78292,1.18297,1.02098,0.85848
Exp6,1.9519,1.66735,0.94946,1.02504,0.90987
Exp7,1.90872,1.72816,0.89883,0.97442,1.10868
Exp8,1.86541,1.66468,0.79449,1.12194,0.93871
Exp9,2.55703,2.10542,0.98175,1.56201,1.01444
Exp10,2.07427,1.71707,1.11576,1.01573,0.81956
