,0,1,2
CNN-ew4,0.8925,0.8985,0.7761
RNN-ew4,0.7305,0.7668,0.7474
GRU-ew4,0.7554,0.7869,0.705
DNN-ew4,0.7727,0.7751,0.7712
LSTM-ew4,0.8417,0.9154,0.8812
