,0,1,2
CNN-ew4,-0.3126,-0.3299,0.3276
RNN-ew4,0.5173,0.5058,0.53
GRU-ew4,0.44,0.4611,0.5483
DNN-ew4,0.3529,0.3723,0.3746
LSTM-ew4,0.4333,0.3711,0.3719
