,0,1,2
CNN-ew4,-0.4186,-0.4374,-0.0725
RNN-ew4,0.0498,-0.0471,0.0052
GRU-ew4,-0.016,-0.1027,0.1149
DNN-ew4,-0.0631,-0.0697,-0.059
LSTM-ew4,-0.2615,-0.492,-0.3828
