,0,1,2
CNN-ew4,0.8206,0.8259,0.3809
RNN-ew4,0.2799,0.262,0.2567
GRU-ew4,0.3212,0.2853,0.267
DNN-ew4,0.353,0.339,0.3385
LSTM-ew4,0.2801,0.2812,0.2992
