,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
CNN-ew4,0.779,0.1164,0.8641,0.6144,-0.105,0.306,0.3276,-0.3299
RNN-ew4,0.5204,0.0054,0.5268,0.5137,0.5177,0.0099,0.53,0.5058
GRU-ew4,0.5381,0.0248,0.5607,0.5036,0.4831,0.0469,0.5483,0.44
DNN-ew4,0.5963,0.0045,0.6027,0.5926,0.3666,0.0097,0.3746,0.3529
LSTM-ew4,0.584,0.0141,0.5942,0.5641,0.3921,0.0291,0.4333,0.3711
