,NH3_N(t-23),NH3_N(t-22),NH3_N(t-21),NH3_N(t-20),NH3_N(t-19),NH3_N(t-18),NH3_N(t-17),NH3_N(t-16),NH3_N(t-15),NH3_N(t-14),NH3_N(t-13),NH3_N(t-12),NH3_N(t-11),NH3_N(t-10),NH3_N(t-9),NH3_N(t-8),NH3_N(t-7),NH3_N(t-6),NH3_N(t-5),NH3_N(t-4),NH3_N(t-3),NH3_N(t-2),NH3_N(t-1),NH3_N(t),NH3_N(t+1),NH3_N(t+2),NH3_N(t+3)
0,0.1956597666666666,0.1959679166666666,0.2029050416666666,0.2079608958333333,0.2113587229166666,0.211355278125,0.2113720890625,0.2105463361979166,0.3207408514322916,0.9204985507161458,0.9770326170247396,0.7332234835123698,0.5107666917561848,0.3802227542114257,0.3089205604390461,0.2746999968861897,0.2816560734430948,0.2924950533882141,0.3040381600274403,0.3021680133470535,0.2851565400068601,0.25992409500343,0.2412942141683816,0.2293756154175241,0.2227362493754287,0.218086291354381,0.2173342623438571
1,0.1959679166666666,0.2029050416666666,0.2079608958333333,0.2113587229166666,0.211355278125,0.2113720890625,0.2105463361979166,0.3207408514322916,0.9204985507161458,0.9770326170247396,0.7332234835123698,0.5107666917561848,0.3802227542114257,0.3089205604390461,0.2746999968861897,0.2816560734430948,0.2924950533882141,0.3040381600274403,0.3021680133470535,0.2851565400068601,0.25992409500343,0.2412942141683816,0.2293756154175241,0.2227362493754287,0.218086291354381,0.2173342623438571,0.2449501561719285
2,0.2029050416666666,0.2079608958333333,0.2113587229166666,0.211355278125,0.2113720890625,0.2105463361979166,0.3207408514322916,0.9204985507161458,0.9770326170247396,0.7332234835123698,0.5107666917561848,0.3802227542114257,0.3089205604390461,0.2746999968861897,0.2816560734430948,0.2924950533882141,0.3040381600274403,0.3021680133470535,0.2851565400068601,0.25992409500343,0.2412942141683816,0.2293756154175241,0.2227362493754287,0.218086291354381,0.2173342623438571,0.2449501561719285,0.2660179030859642
3,0.2079608958333333,0.2113587229166666,0.211355278125,0.2113720890625,0.2105463361979166,0.3207408514322916,0.9204985507161458,0.9770326170247396,0.7332234835123698,0.5107666917561848,0.3802227542114257,0.3089205604390461,0.2746999968861897,0.2816560734430948,0.2924950533882141,0.3040381600274403,0.3021680133470535,0.2851565400068601,0.25992409500343,0.2412942141683816,0.2293756154175241,0.2227362493754287,0.218086291354381,0.2173342623438571,0.2449501561719285,0.2660179030859642,0.2498505932096487
4,0.2113587229166666,0.211355278125,0.2113720890625,0.2105463361979166,0.3207408514322916,0.9204985507161458,0.9770326170247396,0.7332234835123698,0.5107666917561848,0.3802227542114257,0.3089205604390461,0.2746999968861897,0.2816560734430948,0.2924950533882141,0.3040381600274403,0.3021680133470535,0.2851565400068601,0.25992409500343,0.2412942141683816,0.2293756154175241,0.2227362493754287,0.218086291354381,0.2173342623438571,0.2449501561719285,0.2660179030859642,0.2498505932096487,0.239625163271491
5,0.211355278125,0.2113720890625,0.2105463361979166,0.3207408514322916,0.9204985507161458,0.9770326170247396,0.7332234835123698,0.5107666917561848,0.3802227542114257,0.3089205604390461,0.2746999968861897,0.2816560734430948,0.2924950533882141,0.3040381600274403,0.3021680133470535,0.2851565400068601,0.25992409500343,0.2412942141683816,0.2293756154175241,0.2227362493754287,0.218086291354381,0.2173342623438571,0.2449501561719285,0.2660179030859642,0.2498505932096487,0.239625163271491,0.2344333983024121
6,0.2113720890625,0.2105463361979166,0.3207408514322916,0.9204985507161458,0.9770326170247396,0.7332234835123698,0.5107666917561848,0.3802227542114257,0.3089205604390461,0.2746999968861897,0.2816560734430948,0.2924950533882141,0.3040381600274403,0.3021680133470535,0.2851565400068601,0.25992409500343,0.2412942141683816,0.2293756154175241,0.2227362493754287,0.218086291354381,0.2173342623438571,0.2449501561719285,0.2660179030859642,0.2498505932096487,0.239625163271491,0.2344333983024121,0.2313270908178727
7,0.2105463361979166,0.3207408514322916,0.9204985507161458,0.9770326170247396,0.7332234835123698,0.5107666917561848,0.3802227542114257,0.3089205604390461,0.2746999968861897,0.2816560734430948,0.2924950533882141,0.3040381600274403,0.3021680133470535,0.2851565400068601,0.25992409500343,0.2412942141683816,0.2293756154175241,0.2227362493754287,0.218086291354381,0.2173342623438571,0.2449501561719285,0.2660179030859642,0.2498505932096487,0.239625163271491,0.2344333983024121,0.2313270908178727,0.231276437075603
8,0.3207408514322916,0.9204985507161458,0.9770326170247396,0.7332234835123698,0.5107666917561848,0.3802227542114257,0.3089205604390461,0.2746999968861897,0.2816560734430948,0.2924950533882141,0.3040381600274403,0.3021680133470535,0.2851565400068601,0.25992409500343,0.2412942141683816,0.2293756154175241,0.2227362493754287,0.218086291354381,0.2173342623438571,0.2449501561719285,0.2660179030859642,0.2498505932096487,0.239625163271491,0.2344333983024121,0.2313270908178727,0.231276437075603,0.2339463102044681
9,0.9204985507161458,0.9770326170247396,0.7332234835123698,0.5107666917561848,0.3802227542114257,0.3089205604390461,0.2746999968861897,0.2816560734430948,0.2924950533882141,0.3040381600274403,0.3021680133470535,0.2851565400068601,0.25992409500343,0.2412942141683816,0.2293756154175241,0.2227362493754287,0.218086291354381,0.2173342623438571,0.2449501561719285,0.2660179030859642,0.2498505932096487,0.239625163271491,0.2344333983024121,0.2313270908178727,0.231276437075603,0.2339463102044681,0.2365647467689007
