,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
RNN-ews,0.5324,0.0291,0.5698,0.4852,0.4936,0.0546,0.5807,0.4218
DNN-sg7,0.6277,0.0709,0.7652,0.5699,0.2892,0.1701,0.4216,-0.0428
RNN-attn-ew2,0.518,0.0191,0.5491,0.4953,0.5215,0.0355,0.563,0.4629
