,NH3_N(t-23),NH3_N(t-22),NH3_N(t-21),NH3_N(t-20),NH3_N(t-19),NH3_N(t-18),NH3_N(t-17),NH3_N(t-16),NH3_N(t-15),NH3_N(t-14),NH3_N(t-13),NH3_N(t-12),NH3_N(t-11),NH3_N(t-10),NH3_N(t-9),NH3_N(t-8),NH3_N(t-7),NH3_N(t-6),NH3_N(t-5),NH3_N(t-4),NH3_N(t-3),NH3_N(t-2),NH3_N(t-1),NH3_N(t),NH3_N(t+1),NH3_N(t+2),NH3_N(t+3)
0,0.1937599076190475,0.2009985861904761,0.2070737623809522,0.214102447142857,0.2137026042857141,0.2125289876190474,0.1916972728571427,0.1736661961904759,0.6957358995238091,1.1805993157142851,1.129398429047619,0.5392216499999997,0.2844808899999998,0.2390285066666664,0.2340184309523807,0.249825086190476,0.2792162642857141,0.3081333619047617,0.3125197909523807,0.2998772195238093,0.2675315295238094,0.2378916057142855,0.2216671947619046,0.2176434266666665,0.2150465004761903,0.2100142247619046,0.2286965419047618
1,0.2009985861904761,0.2070737623809522,0.214102447142857,0.2137026042857141,0.2125289876190474,0.1916972728571427,0.1736661961904759,0.6957358995238091,1.1805993157142851,1.129398429047619,0.5392216499999997,0.2844808899999998,0.2390285066666664,0.2340184309523807,0.249825086190476,0.2792162642857141,0.3081333619047617,0.3125197909523807,0.2998772195238093,0.2675315295238094,0.2378916057142855,0.2216671947619046,0.2176434266666665,0.2150465004761903,0.2100142247619046,0.2286965419047618,0.266750817142857
2,0.2070737623809522,0.214102447142857,0.2137026042857141,0.2125289876190474,0.1916972728571427,0.1736661961904759,0.6957358995238091,1.1805993157142851,1.129398429047619,0.5392216499999997,0.2844808899999998,0.2390285066666664,0.2340184309523807,0.249825086190476,0.2792162642857141,0.3081333619047617,0.3125197909523807,0.2998772195238093,0.2675315295238094,0.2378916057142855,0.2216671947619046,0.2176434266666665,0.2150465004761903,0.2100142247619046,0.2286965419047618,0.266750817142857,0.2747857757142855
3,0.214102447142857,0.2137026042857141,0.2125289876190474,0.1916972728571427,0.1736661961904759,0.6957358995238091,1.1805993157142851,1.129398429047619,0.5392216499999997,0.2844808899999998,0.2390285066666664,0.2340184309523807,0.249825086190476,0.2792162642857141,0.3081333619047617,0.3125197909523807,0.2998772195238093,0.2675315295238094,0.2378916057142855,0.2216671947619046,0.2176434266666665,0.2150465004761903,0.2100142247619046,0.2286965419047618,0.266750817142857,0.2747857757142855,0.2475719247619045
4,0.2137026042857141,0.2125289876190474,0.1916972728571427,0.1736661961904759,0.6957358995238091,1.1805993157142851,1.129398429047619,0.5392216499999997,0.2844808899999998,0.2390285066666664,0.2340184309523807,0.249825086190476,0.2792162642857141,0.3081333619047617,0.3125197909523807,0.2998772195238093,0.2675315295238094,0.2378916057142855,0.2216671947619046,0.2176434266666665,0.2150465004761903,0.2100142247619046,0.2286965419047618,0.266750817142857,0.2747857757142855,0.2475719247619045,0.2259707190476188
5,0.2125289876190474,0.1916972728571427,0.1736661961904759,0.6957358995238091,1.1805993157142851,1.129398429047619,0.5392216499999997,0.2844808899999998,0.2390285066666664,0.2340184309523807,0.249825086190476,0.2792162642857141,0.3081333619047617,0.3125197909523807,0.2998772195238093,0.2675315295238094,0.2378916057142855,0.2216671947619046,0.2176434266666665,0.2150465004761903,0.2100142247619046,0.2286965419047618,0.266750817142857,0.2747857757142855,0.2475719247619045,0.2259707190476188,0.2283950504761903
6,0.1916972728571427,0.1736661961904759,0.6957358995238091,1.1805993157142851,1.129398429047619,0.5392216499999997,0.2844808899999998,0.2390285066666664,0.2340184309523807,0.249825086190476,0.2792162642857141,0.3081333619047617,0.3125197909523807,0.2998772195238093,0.2675315295238094,0.2378916057142855,0.2216671947619046,0.2176434266666665,0.2150465004761903,0.2100142247619046,0.2286965419047618,0.266750817142857,0.2747857757142855,0.2475719247619045,0.2259707190476188,0.2283950504761903,0.228780416190476
7,0.1736661961904759,0.6957358995238091,1.1805993157142851,1.129398429047619,0.5392216499999997,0.2844808899999998,0.2390285066666664,0.2340184309523807,0.249825086190476,0.2792162642857141,0.3081333619047617,0.3125197909523807,0.2998772195238093,0.2675315295238094,0.2378916057142855,0.2216671947619046,0.2176434266666665,0.2150465004761903,0.2100142247619046,0.2286965419047618,0.266750817142857,0.2747857757142855,0.2475719247619045,0.2259707190476188,0.2283950504761903,0.228780416190476,0.2315316419047617
8,0.6957358995238091,1.1805993157142851,1.129398429047619,0.5392216499999997,0.2844808899999998,0.2390285066666664,0.2340184309523807,0.249825086190476,0.2792162642857141,0.3081333619047617,0.3125197909523807,0.2998772195238093,0.2675315295238094,0.2378916057142855,0.2216671947619046,0.2176434266666665,0.2150465004761903,0.2100142247619046,0.2286965419047618,0.266750817142857,0.2747857757142855,0.2475719247619045,0.2259707190476188,0.2283950504761903,0.228780416190476,0.2315316419047617,0.235102486190476
9,1.1805993157142851,1.129398429047619,0.5392216499999997,0.2844808899999998,0.2390285066666664,0.2340184309523807,0.249825086190476,0.2792162642857141,0.3081333619047617,0.3125197909523807,0.2998772195238093,0.2675315295238094,0.2378916057142855,0.2216671947619046,0.2176434266666665,0.2150465004761903,0.2100142247619046,0.2286965419047618,0.266750817142857,0.2747857757142855,0.2475719247619045,0.2259707190476188,0.2283950504761903,0.228780416190476,0.2315316419047617,0.235102486190476,0.2371534233333331
