,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.19675,0.00204,0.19548,0.19801,0.19304,0.20004
TestRMSE,0.91645,0.00322,0.91445,0.91844,0.91043,0.92124
Step1,0.36415,0.00285,0.36239,0.36591,0.36049,0.36953
Step2,0.52422,0.00234,0.52276,0.52567,0.52,0.52825
Step3,0.65761,0.00318,0.65564,0.65958,0.65413,0.66409
