,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.77942,1.88525,1.07437,1.22302,0.95084
Exp2,2.0327,1.76072,1.08358,1.1196,0.82006
Exp3,2.0748,2.06247,1.03203,1.06501,1.43333
Exp4,1.77174,1.56876,0.93592,0.92127,0.85809
Exp5,1.32473,1.46092,0.66803,0.92543,0.91193
Exp6,1.73138,1.50713,0.66607,0.97131,0.9404
Exp7,1.791,1.79241,1.12467,1.0372,0.93385
Exp8,1.5586,1.55188,0.72248,0.8038,1.11367
Exp9,1.55554,1.57169,0.97944,0.86486,0.87345
Exp10,1.75886,1.68376,0.85975,1.14513,0.88575
