,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,1.8804,1.43518,2.86506,0.88849,0.55199
Exp2,2.14426,1.43272,1.69049,1.60596,1.00172
Exp3,1.19341,0.96107,1.46284,0.61531,0.80507
Exp4,4.80331,2.92059,0.97208,3.22743,4.56226
Exp5,1.1536,0.93383,1.46201,0.73117,0.6083
Exp6,3.36315,2.34231,2.41419,1.13161,3.48114
Exp7,1.96458,1.64209,0.9325,0.52196,3.4718
Exp8,3.09697,2.02699,2.03878,1.34928,2.69292
Exp9,1.66164,1.10694,0.81622,0.54625,1.95836
Exp10,1.14844,0.79546,0.82014,0.77662,0.78963
