,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.24098,1.12171,1.54573,2.93622,1.14844,4.80331
TestMSE,1.55972,0.65272,1.15516,1.96428,0.79546,2.92059
Step1,1.54743,0.67354,1.12997,1.96489,0.81622,2.86506
Step2,1.13941,0.77399,0.65968,1.61913,0.52196,3.22743
Step3,1.99232,1.3903,1.1306,2.85404,0.55199,4.56226
