,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.25083,0.93237,0.36209,0.534,0.67308
Exp2,0.24894,0.90808,0.34881,0.52022,0.6575
Exp3,0.25176,0.91398,0.3434,0.52158,0.66738
Exp4,0.24509,0.90072,0.34453,0.51514,0.65362
Exp5,0.25707,0.91408,0.33935,0.52089,0.67012
Exp6,0.2581,0.91061,0.35003,0.52147,0.65937
Exp7,0.24983,0.91125,0.34178,0.52144,0.66458
Exp8,0.25764,0.92076,0.358,0.5277,0.6642
Exp9,0.25093,0.91143,0.34666,0.52008,0.66336
Exp10,0.25359,0.91522,0.33938,0.5262,0.66751
