[[ 0.17261423  0.30295047]
 [ 0.48499872  0.29022715]
 [ 0.6510006   0.28386105]
 [ 0.53570187  0.28184997]
 [ 0.43347109  0.28055357]
 [ 0.38522021  0.28625848]
 [ 0.32728175  0.28954878]
 [ 0.32599271  0.29467105]
 [ 0.35322459  0.29565698]
 [ 0.44606468  0.29629015]
 [ 0.63396527  0.29775302]
 [ 0.84320527  0.31305105]
 [ 1.03886163  0.52370012]
 [ 1.08396806  0.70600923]
 [ 1.04962913  0.6740545 ]
 [ 1.30594327  0.50448445]
 [ 0.62064449  0.3460901 ]
 [ 0.44913116  0.30909107]
 [ 0.44487664  0.30064793]
 [ 0.30711244  0.29369173]
 [ 0.43455391  0.29019362]
 [ 0.30148852  0.28668757]
 [ 0.29499043  0.28468818]
 [ 0.33478646  0.2801938 ]
 [ 0.36733292  0.27583432]
 [ 0.39594764  0.27370492]
 [ 0.39964372  0.27035973]
 [ 0.38558556  0.26513497]
 [ 0.36286977  0.25958705]
 [ 0.32435911  0.25409162]
 [ 0.28882399  0.25010212]
 [ 0.27877338  0.2430877 ]
 [ 0.28457363  0.23704227]
 [ 0.32054312  0.25394492]
 [ 0.37983201  0.27758772]
 [ 0.47608     0.37805358]
 [ 0.61710202  0.5058248 ]
 [ 0.63321002  0.42402938]
 [ 0.76836284  0.29710765]
 [ 0.6156905   0.24896283]
 [ 0.17479201  0.2393755 ]
 [ 0.31920809  0.23652855]
 [ 0.25923099  0.23554078]
 [ 0.20558609  0.23867597]
 [ 0.16942507  0.23789   ]
 [ 0.15092803  0.23887452]
 [ 0.16300191  0.23946555]
 [ 0.1706569   0.24059787]
 [ 0.20788619  0.24325408]
 [ 0.23929509  0.24721737]
 [ 0.27060369  0.25025375]
 [ 0.29462959  0.25508905]
 [ 0.30605516  0.25953635]
 [ 0.30184371  0.26342983]
 [ 0.30429514  0.26856492]
 [ 0.31508095  0.27387863]
 [ 0.31852196  0.27920727]
 [ 0.33692145  0.28685845]
 [ 0.35986756  0.35159495]
 [ 0.40593914  0.45978987]
 [ 0.45444879  0.50078713]
 [ 0.56210759  0.42379207]
 [ 0.46935877  0.33746572]
 [ 0.3112652   0.29489227]
 [ 0.29989555  0.2939395 ]
 [ 0.37819735  0.34802063]
 [ 0.3617812   0.64164572]
 [ 0.38873379  1.06024563]
 [ 0.42012121  1.328144  ]
 [ 0.433623    0.91038222]
 [ 0.38031036  0.4891912 ]
 [ 0.18933038  0.33859598]
 [-0.23647576  0.30047488]
 [ 0.58083515  0.28312415]
 [ 0.42359564  0.27830142]
 [ 0.42932711  0.27488822]
 [ 0.35201971  0.27530763]
 [ 0.3084812   0.27578477]
 [ 0.30976409  0.28052635]
 [ 0.3104827   0.28666018]
 [ 0.32114607  0.6789349 ]
 [ 0.43362141  2.5632385 ]
 [ 0.5999567   3.90734967]
 [ 1.50565446  5.06154283]
 [ 2.56004698  4.278677  ]
 [ 1.54157364  3.00537617]
 [ 3.51068969  1.746906  ]
 [ 0.16205829  0.89345032]
 [ 3.20695945  0.53570292]
 [ 1.3149857   0.39746703]
 [ 1.6331732   0.35211122]
 [ 1.29617561  0.33105205]
 [ 0.3746756   0.321686  ]
 [ 0.20824271  0.31137132]
 [ 0.51772269  0.30205293]
 [ 0.89966134  0.294767  ]
 [ 1.27867055  0.29056278]
 [ 1.61735816  0.28715485]
 [ 1.80835351  0.28611982]
 [ 1.24967095  0.28729163]
 [ 0.98217615  0.28570832]
 [ 1.34674745  0.2870087 ]
 [ 0.5931898   0.29063947]
 [ 0.53257     0.2958276 ]
 [ 0.5534822   0.29991155]
 [ 0.92455933  0.30595582]
 [ 1.70432674  0.36677432]
 [ 2.76578465  1.00315185]
 [ 3.55130647  1.4677415 ]
 [ 3.98076415  1.50005933]
 [ 4.62881649  1.3646045 ]
 [ 2.16082124  1.08210835]
 [ 1.03769668  0.72516717]
 [ 0.58750617  0.49203272]
 [ 0.41716119  0.3896513 ]
 [ 0.64104554  0.3778135 ]
 [ 0.63391527  0.39708775]
 [ 0.57484289  0.34608875]
 [ 0.6021933   0.30974888]
 [ 0.58643515  0.29047453]]
