,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.31301,0.52783,1.98585,2.64016,1.38874,3.58098
TestRMSE,2.06963,0.42967,1.80332,2.33594,1.32473,3.06671
Step1,1.12838,0.30485,0.93943,1.31733,0.73006,1.47581
Step2,1.07272,0.29672,0.88881,1.25663,0.73107,1.64828
Step3,1.28717,0.45414,1.00568,1.56865,0.7744,2.25935
