,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.24475,0.92955,0.36214,0.53402,0.66914
Exp2,0.2487,0.90799,0.35105,0.51917,0.65701
Exp3,0.25101,0.91284,0.34524,0.52257,0.66408
Exp4,0.25378,0.91185,0.34223,0.52065,0.66579
Exp5,0.25108,0.90732,0.34051,0.51949,0.66137
Exp6,0.24174,0.91642,0.34396,0.52715,0.66605
Exp7,0.24287,0.92287,0.34882,0.53088,0.66947
Exp8,0.24449,0.92315,0.34578,0.52977,0.67229
Exp9,0.25212,0.89938,0.33025,0.51444,0.65966
Exp10,0.24474,0.92843,0.34635,0.53573,0.67454
