,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,1.36533,1.79154,2.16438,1.64749,1.56276
Exp2,3.9394,5.58034,5.62882,5.07058,6.04161
Exp3,1.80313,2.43059,0.92674,2.90533,3.4597
Exp4,2.13779,2.92216,5.66354,1.54096,1.56199
Exp5,4.98211,6.49287,4.42575,13.66801,1.38483
Exp6,1.6212,2.73203,3.30405,2.9282,1.96384
Exp7,2.08226,2.57582,4.13201,0.78807,2.80737
Exp8,0.64482,0.86353,0.99971,0.8061,0.78477
Exp9,2.07494,2.76266,5.73617,0.99136,1.56045
Exp10,3.53996,4.8086,2.79481,8.91738,2.71361
