,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.18939,0.61093,1.81073,2.56804,1.26999,3.67953
TestMSE,1.57029,0.48132,1.27196,1.86861,1.00688,2.72774
Step1,1.63984,0.82899,1.12602,2.15365,0.73492,3.53808
Step2,1.23878,0.73346,0.78417,1.69338,0.50722,2.84421
Step3,1.83225,1.34687,0.99744,2.66705,0.53108,5.01301
