,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,1.19002,0.09803,1.10409,1.27594,1.03378,1.32905
TestRMSE,1.33684,0.08457,1.26271,1.41097,1.20673,1.4562
Step1,0.73001,0.11684,0.62759,0.83243,0.53348,0.87761
Step2,0.72237,0.0676,0.66312,0.78163,0.60205,0.80024
Step3,0.84692,0.0638,0.79099,0.90284,0.75535,0.91744
