,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.20466,0.89499,0.3429,0.51333,0.64801
Exp2,0.20038,0.88016,0.33321,0.50177,0.64178
Exp3,0.2018,0.88579,0.34443,0.50593,0.64033
Exp4,0.20225,0.88357,0.33651,0.50505,0.64216
Exp5,0.20146,0.88193,0.33828,0.50358,0.64014
Exp6,0.19982,0.89204,0.34652,0.51029,0.64441
Exp7,0.20365,0.88427,0.33492,0.50555,0.64357
Exp8,0.20525,0.88377,0.33783,0.50457,0.64213
Exp9,0.20139,0.88404,0.33218,0.50534,0.64483
Exp10,0.20158,0.88756,0.34025,0.50664,0.64445
