,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.20222,0.00168,0.20118,0.20326,0.19982,0.20525
TestRMSE,0.88581,0.00433,0.88313,0.8885,0.88016,0.89499
Step1,0.3387,0.00455,0.33588,0.34152,0.33218,0.34652
Step2,0.50621,0.00315,0.50425,0.50816,0.50177,0.51333
Step3,0.64318,0.00225,0.64179,0.64458,0.64014,0.64801
