,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.79676,1.61232,0.8909,1.09223,0.78289
Exp2,1.85879,1.98765,1.03053,0.71533,1.54178
Exp3,2.55928,2.49468,1.30765,1.38238,1.61323
Exp4,1.71876,1.39804,0.77273,0.74136,0.89876
Exp5,1.81607,1.77494,0.88279,0.89423,1.25358
Exp6,1.89232,1.53936,0.8851,0.91012,0.87058
Exp7,2.36605,2.11428,0.80772,0.93476,1.71581
Exp8,2.26346,2.05175,1.03331,0.93054,1.50865
Exp9,1.86567,1.57112,0.93909,1.01015,0.75241
Exp10,2.69,2.49918,1.53482,0.9777,1.71298
