,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.25346,0.91689,0.34164,0.52708,0.66796
Exp2,0.24687,0.91986,0.35346,0.52842,0.66482
Exp3,0.25818,0.92265,0.3444,0.52784,0.67384
Exp4,0.24844,0.91513,0.34741,0.52308,0.6657
Exp5,0.25181,0.91929,0.34605,0.52612,0.66974
