,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.01858,0.12653,0.12653,0.2701,0.4176
Exp2,0.01842,0.12978,0.12978,0.27359,0.42023
Exp3,0.018,0.13107,0.13107,0.27272,0.42013
Exp4,0.01859,0.12703,0.12703,0.26786,0.41525
Exp5,0.01869,0.13107,0.13107,0.26979,0.41356
Exp6,0.01794,0.12871,0.12871,0.27038,0.41791
Exp7,0.01792,0.1289,0.1289,0.26916,0.41473
Exp8,0.01817,0.12926,0.12926,0.27496,0.42479
Exp9,0.01824,0.12905,0.12905,0.27253,0.42076
Exp10,0.01869,0.12508,0.12508,0.27097,0.42008
